Id,Label,indegree,outdegree,Degree,pageranks,modularity_class
ur.wikipedia.org/wiki/سانچہ:بریلی_ڈویژن_کے_موضوعات,,1,0,1,7e-06,31
wikidata.org/wiki/Special:EntityPage/Q6711692,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Bareilly_division_topics&action=edit,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Bareilly_division_topics&action=history,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Template:Bareilly_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Template:Bareilly_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Bareilly_division_topics&oldid=1157886844,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Bareilly_division_topics&action=info,,1,0,1,7e-06,31
templatetransclusioncheck.toolforge.org/?lang=en&name=Template:Bareilly_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:PrefixIndex/Template:Bareilly_division_topics/,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Template%3APrayagraj+division+topics,,1,0,1,7e-06,31
bh.wikipedia.org/wiki/टेम्पलेट:इलाहाबाद_मंडल_बिसय,,1,0,1,7e-06,31
ur.wikipedia.org/wiki/سانچہ:الہ_آباد_ڈویژن_کے_موضوعات,,1,0,1,7e-06,31
wikidata.org/wiki/Special:EntityPage/Q6676448,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Prayagraj_division_topics&action=edit,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Prayagraj_division_topics&action=history,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Template:Prayagraj_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Template:Prayagraj_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Prayagraj_division_topics&oldid=1272527135,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Prayagraj_division_topics&action=info,,1,0,1,7e-06,31
templatetransclusioncheck.toolforge.org/?lang=en&name=Template:Prayagraj_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:PrefixIndex/Template:Prayagraj_division_topics/,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Template%3AAuraiya+district,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Template%3AAuraiya+district,,1,0,1,6e-06,31
hi.wikipedia.org/wiki/साँचा:औरैया_जिला,,1,0,1,6e-06,31
ur.wikipedia.org/wiki/سانچہ:ضلع_اوریا,,1,0,1,6e-06,31
wikidata.org/wiki/Special:EntityPage/Q6702123,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Auraiya_district&action=edit,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Auraiya_district&action=history,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Template:Auraiya_district,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Template:Auraiya_district,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Auraiya_district&oldid=1178904391,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Auraiya_district&action=info,,1,0,1,6e-06,31
templatetransclusioncheck.toolforge.org/?lang=en&name=Template:Auraiya_district,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:PrefixIndex/Template:Auraiya_district/,,1,0,1,6e-06,31
en.m.wikipedia.org/w/index.php?title=Template:Auraiya_district&mobileaction=toggle_view_mobile,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Template%3AAzamgarh+division+topics,,1,0,1,7e-06,31
wikidata.org/wiki/Special:EntityPage/Q6706392,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template_talk:Azamgarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Azamgarh_division_topics&action=edit,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Azamgarh_division_topics&action=history,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Template:Azamgarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Template:Azamgarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Azamgarh_division_topics&oldid=1157886603,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Azamgarh_division_topics&action=info,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:EditPage/Template:Azamgarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Azamgarh_(Lok_Sabha_constituency),,1,0,1,7e-06,31
en.wikipedia.org/wiki/Lalganj_(Lok_Sabha_constituency),,1,0,1,7e-06,31
en.wikipedia.org/wiki/Ballia_(Lok_Sabha_constituency),,1,0,1,7e-06,31
en.wikipedia.org/wiki/Salempur_(Lok_Sabha_constituency),,1,0,1,7e-06,31
en.wikipedia.org/wiki/Ghosi_(Lok_Sabha_constituency),,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template:Azamgarh_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template:Ballia_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template:Mau_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:Villages_in_Azamgarh_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:Villages_in_Ballia_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:Villages_in_Mau_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:People_from_Azamgarh,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:People_from_Ballia,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:People_from_Mau,,1,0,1,7e-06,31
templatetransclusioncheck.toolforge.org/?lang=en&name=Template:Azamgarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:PrefixIndex/Template:Azamgarh_division_topics/,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Template%3AAligarh+division+topics,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Template%3AAligarh+division+topics,,1,0,1,7e-06,31
ur.wikipedia.org/wiki/سانچہ:علی_گڑھ_ڈویژن_کے_موضوعات,,1,0,1,7e-06,31
wikidata.org/wiki/Special:EntityPage/Q22751519,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template_talk:Aligarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Aligarh_division_topics&action=edit,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Aligarh_division_topics&action=history,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Template:Aligarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Template:Aligarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Aligarh_division_topics&oldid=1178586942,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Aligarh_division_topics&action=info,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:EditPage/Template:Aligarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Aligarh_Movement,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Aligarh_Fort,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template:Aligarh_Muslim_University,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template:Pakistan_Movement,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Kol_Tehsil,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Atrauli,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Gabhana,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Iglas,,1,0,1,7e-06,31
"en.wikipedia.org/wiki/Dhola,_Gujarat",,1,0,1,7e-06,31
en.wikipedia.org/wiki/Jatav,,3,0,3,7e-06,31
en.wikipedia.org/wiki/Aligarh_(Lok_Sabha_constituency),,1,0,1,7e-06,31
en.wikipedia.org/wiki/Hathras_(Lok_Sabha_constituency),,1,0,1,7e-06,31
en.wikipedia.org/wiki/Etah_(Lok_Sabha_constituency),,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template:Aligarh_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template:Etah_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template:Hathras_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Template:Kasganj_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:Villages_in_Aligarh_district,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:People_from_Aligarh,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:Aligarh_Muslim_University_alumni,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:People_from_Etah,,1,0,1,7e-06,31
templatetransclusioncheck.toolforge.org/?lang=en&name=Template:Aligarh_division_topics,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:PrefixIndex/Template:Aligarh_division_topics/,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Template%3AAgra+division+topics,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Template%3AAgra+division+topics,,1,0,1,6e-06,31
bn.wikipedia.org/wiki/টেমপ্লেট:Agra_Division_topics,,1,0,1,6e-06,31
ml.wikipedia.org/wiki/ഫലകം:Agra_Division_topics,,1,0,1,6e-06,31
ur.wikipedia.org/wiki/سانچہ:آگرہ_ڈویژن_کے_موضوعات,,1,0,1,6e-06,31
wikidata.org/wiki/Special:EntityPage/Q6672241,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Template_talk:Agra_division_topics,,2,0,2,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Agra_division_topics&action=edit,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Agra_division_topics&action=history,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Template:Agra_division_topics,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Template:Agra_division_topics,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Agra_division_topics&oldid=1268517940,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Agra_division_topics&action=info,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:EditPage/Template:Agra_division_topics,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Template:Krishna,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Template:Mughal_Empire,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Buland_Darwaza,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Tomb_of_Akbar_the_Great,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Tomb_of_Mariam_Zamani,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Gyarah_Sidhi,,2,0,2,7e-06,31
"en.wikipedia.org/wiki/Jama_Masjid,_Agra",,2,0,2,7e-06,31
"en.wikipedia.org/wiki/Moti_Masjid,_Agra",,2,0,2,7e-06,31
en.wikipedia.org/wiki/Guru_Ka_Tal,,2,0,2,7e-06,31
"en.wikipedia.org/wiki/Ram_Bagh,_Agra",,2,0,2,7e-06,31
en.wikipedia.org/wiki/Vrindavan_Chandrodaya_Mandir,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Prem_Mandir_Vrindavan,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Krishna_Balaram_Mandir,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Braj_Bhasa,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Agra_(Lok_Sabha_constituency),,2,0,2,7e-06,31
en.wikipedia.org/wiki/Firozabad_(Lok_Sabha_constituency),,2,0,2,7e-06,31
en.wikipedia.org/wiki/Fatehpur_Sikri_(Lok_Sabha_constituency),,2,0,2,7e-06,31
en.wikipedia.org/wiki/Mathura_(Lok_Sabha_constituency),,2,0,2,7e-06,31
en.wikipedia.org/wiki/Template:Agra_district,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Template:Firozabad_district,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Template:Mainpuri_district,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Template:Mathura_district,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Category:Villages_in_Agra_district,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Category:Villages_in_Firozabad_district,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Category:Villages_in_Mathura_district,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Category:People_from_Agra,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Category:People_from_Firozabad,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Category:People_from_Mainpuri,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Category:People_from_Mathura,,2,0,2,7e-06,31
templatetransclusioncheck.toolforge.org/?lang=en&name=Template:Agra_division_topics,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:PrefixIndex/Template:Agra_division_topics/,,1,0,1,6e-06,31
en.m.wikipedia.org/w/index.php?title=Template:Agra_division_topics&mobileaction=toggle_view_mobile,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Takha,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Takha,,1,0,1,6e-06,31
wikidata.org/wiki/Special:EntityPage/Q48727481,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Talk:Takha,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&action=edit,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&action=history,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Takha,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Takha,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&oldid=1167237207,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&action=info,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:QrCode&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FTakha,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:DownloadAsPdf&page=Takha&action=show-download-screen,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&printable=yes,,1,0,1,6e-06,31
geohack.toolforge.org/geohack.php?pagename=Takha&params=26.82_N_79.30_E_type:city_region:IN-UP,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:EditPage/Takha,,1,0,1,6e-06,31
"google.com/search?as_eq=wikipedia&q=""Takha""",,1,0,1,6e-06,31
"google.com/search?tbm=nws&q=""Takha""+-wikipedia&tbs=ar:1",,1,0,1,6e-06,31
"google.com/search?&q=""Takha""&tbs=bkt:s&tbm=bks",,1,0,1,6e-06,31
"google.com/search?tbs=bks:1&q=""Takha""+-wikipedia",,1,0,1,6e-06,31
"scholar.google.com/scholar?q=""Takha""",,1,0,1,6e-06,31
"jstor.org/action/doBasicSearch?Query=""Takha""&acc=on&wc=on",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Panchayat_raj,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Saifai_airstrip,,2,0,2,7e-06,31
en.wikipedia.org/w/index.php?title=Takha&action=edit&section=1,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&action=edit&section=2,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Subdistrict,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&action=edit&section=3,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Taj_International_Airport,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&action=edit&section=4,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&action=edit&section=5,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Takha&action=edit&section=6,,1,0,1,6e-06,31
census2011.co.in/data/village/147741-takha-uttar-pradesh.html,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Category:Articles_needing_additional_references_from_July_2018,,1,0,1,6e-06,31
en.m.wikipedia.org/w/index.php?title=Takha&mobileaction=toggle_view_mobile,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Shyam+Nagar,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Shyam+Nagar,,1,0,1,7e-06,31
wikidata.org/wiki/Special:EntityPage/Q30621559,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Talk:Shyam_Nagar,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Shyam_Nagar&action=edit,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Shyam_Nagar&action=history,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Shyam_Nagar,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Shyam_Nagar,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Shyam_Nagar&oldid=997923058,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Shyam_Nagar&action=info,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Shyam_Nagar&printable=yes,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Budaun_Metro_Area,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Shekhupur&action=edit&redlink=1,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Shyam_Nagar&action=edit&section=1,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Shyam_Nagar&action=edit&section=2,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Shyam_Nagar&action=edit&section=3,,1,0,1,7e-06,31
mapsofindia.com/pincode/india/uttar-pradesh/budaun/shyam-nagar.html,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:Budaun,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Category:Neighbourhoods_in_Uttar_Pradesh,,1,0,1,7e-06,31
en.m.wikipedia.org/w/index.php?title=Shyam_Nagar&mobileaction=toggle_view_mobile,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Gangaghat,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Gangaghat,,1,0,1,6e-06,31
zh-min-nan.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
de.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
es.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
hi.wikipedia.org/wiki/गंगाघाट,,1,0,1,6e-06,31
bpy.wikipedia.org/wiki/গঙ্গাঘাট,,1,0,1,6e-06,31
it.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
ms.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
nl.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
new.wikipedia.org/wiki/गंगाघाट,,1,0,1,6e-06,31
pl.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
pt.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
sv.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
ur.wikipedia.org/wiki/گنگاگھاٹ,,1,0,1,6e-06,31
vi.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
zh.wikipedia.org/wiki/冈格阿加特,,1,0,1,6e-06,31
wikidata.org/wiki/Special:EntityPage/Q1654857,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Gangaghat,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Talk:Gangaghat,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Gangaghat&action=edit,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Gangaghat&action=history,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Gangaghat,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Gangaghat,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Gangaghat&oldid=1297603158,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Gangaghat&action=info,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:DownloadAsPdf&page=Gangaghat&action=show-download-screen,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Gangaghat&printable=yes,,1,0,1,6e-06,31
en.wikipedia.org/wiki/SH_58,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Gangaghat&action=edit&section=1,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Gangaghat&action=edit&section=2,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Kanpur_Bridge_Left_Bank,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Gangaghat&action=edit&section=3,,1,0,1,6e-06,31
indiarailinfo.com/station/map/kanpur-bridge-left-bank-cpb/4915,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Template_talk:Unnao_district,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:EditPage/Template:Unnao_district,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Auras,_Uttar_Pradesh",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bangarmau,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bhagwant_Nagar,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bighapur,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Fatehpur_Chaurasi,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Ganj_Muradabad,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Hyderabad,_Uttar_Pradesh",,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Kursath,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Majhara_Pipar_Ehatmali,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Maurawan,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Mohan,_Uttar_Pradesh",,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Nawabganj,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Nyotini,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Purwa,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Ugu,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Ajgain,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Akampur,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Akthi,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Anwarpur,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Arjunamau,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Asawar,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Asehru,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Asiwan&action=edit&redlink=1,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Asoha,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Asrenda,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Bachhaura,_Asoha",,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Bachhaura,_Hilauli",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Badarka,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Baksar,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bardaha,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Barenda,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Basdeo_Khera,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bathua_Shahpur,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bhatan_Khera,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bhatmau,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Bichhiya,_Unnao",,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Bihar,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bikamau,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Chamrauli,_Unnao",,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Chaupai,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Chhulamau,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Dainta,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Darsawan,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Daun,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Deomai,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Dubai,_Unnao",,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Fatehganj,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Gulariha,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Harha&action=edit&redlink=1,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Harnam_Khera,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Hasanganj,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Hasnapur,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Hilauli,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Jagat_Khera,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Jamipur,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Jangal_Khurd,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Jera,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Jhakwasa,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Jhalotar,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Kalu_Khera,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Kanchanpur,_Unnao",,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Kantha,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Keoni,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Kishan_Khera,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Kukri,_Unnao",,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Lachhi_Khera,_Hilauli",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Lakhmademau,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Lawa_Singhan_Khera,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Lohli,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Lotna,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Magarwara,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Magrayar,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Maharajpur,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Maharamau,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Maharani_Khera,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Majharia,_Unnao",,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Makhi,_Unnao",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Malauna,,1,0,1,6e-06,31
"en.wikipedia.org/wiki/Mawai,_Hilauli",,1,0,1,6e-06,31
en.wikipedia.org/wiki/Mirmau,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Mirri_Kalan,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Mirri_Khurd,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Miyanganj,,1,0,1,6e-06,31
